id,inventaris_id,polygon,lat,lng,,,,,,,,,,polygon cek gedung,,,,1587E,"{""type"":""Polygon"",""coordinates"":[[[112.170494619,-8.08316542],[112.170197852,-8.083052885],[112.170160768,-8.083038823],[112.170197963,-8.082948608],[112.170550798,-8.083077906],[112.1705165,-8.083173717],[112.170494619,-8.08316542]]]}",-8.083060327,112.1703577
42,49,"{""type"":""Polygon"",""coordinates"":[[[112.162436501,-8.116686611,0],[112.162641406,-8.116279126,0],[112.162830732,-8.116348346,0],[112.162607682,-8.116734262,0],[112.162457434,-8.116691654,0],[112.162436501,-8.116686611,0]]]}",-8.116507116,112.1626312,,,,50,,,,,,#N/A,,,,1568E,"{""type"":""Polygon"",""coordinates"":[[[112.189736147,-8.077548438],[112.189722225,-8.077596545],[112.189667635,-8.077581666],[112.189638356,-8.077573859],[112.189654358,-8.077526939],[112.189736147,-8.077548438]]]}",-8.077561551,112.1896878
43,52,"{""type"":""Polygon"",""coordinates"":[[[112.183096388,-8.093040742,0],[112.183068832,-8.093232142,0],[112.183049488,-8.093188721,0],[112.183016069,-8.093132466,0],[112.183010029,-8.093125805,0],[112.183000112,-8.09308029,0],[112.18300628,-8.093035781,0],[112.183096388,-8.093040742,0]]]}",-8.09310637,112.1830497,,,,38,,,,,,#N/A,,,,1568F,"{""type"":""Polygon"",""coordinates"":[[[112.189796723,-8.07761685],[112.189722225,-8.077596545],[112.189736147,-8.077548438],[112.18981176,-8.077570041],[112.189796723,-8.07761685]]]}",-8.077582862,112.1897666
44,53,"{""type"":""Polygon"",""coordinates"":[[[112.183068832,-8.093232142,0],[112.183096388,-8.093040742,0],[112.183098748,-8.093024347,0],[112.183354247,-8.093051028,0],[112.183308969,-8.093353423,0],[112.183097131,-8.093323507,0],[112.183109259,-8.093236993,0],[112.183068832,-8.093232142,0]]]}",-8.093182152,112.1832112,,,,22,,,,,,#N/A,,,,1658G,"{""type"":""Polygon"",""coordinates"":[[[112.189820682,-8.077725386],[112.189728749,-8.078070134],[112.189632595,-8.078044493],[112.1896246,-8.078074475],[112.18954179,-8.078052472],[112.189642015,-8.077677741],[112.189820682,-8.077725386]]]}",-8.077880724,112.1896815
45,54,"{""type"":""Polygon"",""coordinates"":[[[112.172751752,-8.092751328,0],[112.172664656,-8.09309562,0],[112.172334388,-8.093017978,0],[112.172423698,-8.092680714,0],[112.172751752,-8.092751328,0]]]}",-8.092886851,112.172544,,,,5,,,,,,#N/A,,,,1725H,"{""type"":""Polygon"",""coordinates"":[[[112.189887406,-8.077565206],[112.18990996,-8.077571204],[112.189747934,-8.078158259],[112.189726248,-8.078151674],[112.189887406,-8.077565206]]]}",-8.077860138,112.1898183
46,55,"{""type"":""Polygon"",""coordinates"":[[[112.177813502,-8.062126695,0],[112.177991438,-8.062200954,0],[112.177933186,-8.06237285,0],[112.177920435,-8.062383069,0],[112.177889771,-8.062380635,0],[112.177727244,-8.062318723,0],[112.17778924,-8.062149283,0],[112.177803262,-8.062153079,0],[112.177813502,-8.062126695,0]]]}",-8.062259361,112.1778606,,,,53,,,,,,#N/A,,,,1725I,"{""type"":""Polygon"",""coordinates"":[[[112.189826695,-8.077548523],[112.189887406,-8.077565206],[112.189868487,-8.077634052],[112.189807989,-8.077616595],[112.189826695,-8.077548523]]]}",-8.07759111,112.1898477
47,56,"{""type"":""Polygon"",""coordinates"":[[[112.169847779,-8.094058368,0],[112.169829104,-8.094202956,0],[112.169362102,-8.094155821,0],[112.169409808,-8.093753803,0],[112.169850652,-8.093797648,0],[112.169823626,-8.094056209,0],[112.169847779,-8.094058368,0]]]}",-8.093980142,112.1696117,,,,19,,,,,,#N/A,,,,1569A,"{""type"":""Polygon"",""coordinates"":[[[112.193774633,-8.090590651],[112.193863863,-8.090622773],[112.193698868,-8.091102697],[112.193603068,-8.091068286],[112.193774633,-8.090590651]]]}",-8.090848925,112.1937341
48,58,"{""type"":""Polygon"",""coordinates"":[[[112.169495835,-8.085031646,0],[112.169433334,-8.085223435,0],[112.169257257,-8.085159413,0],[112.169240215,-8.085141335,0],[112.16923948,-8.085116188,0],[112.169289562,-8.08496578,0],[112.169495835,-8.085031646,0]]]}",-8.085092427,112.1693635,,,,13,,,,,,#N/A,,,,1569B,"{""type"":""Polygon"",""coordinates"":[[[112.193610908,-8.091071102],[112.193698868,-8.091102697],[112.19371066,-8.091068916],[112.193812,-8.091105316],[112.19378496,-8.091180596],[112.193595963,-8.091112709],[112.193610908,-8.091071102]]]}",-8.091119235,112.1937153
49,59,"{""type"":""Polygon"",""coordinates"":[[[112.174177509,-8.07217179,0],[112.174105009,-8.072363574,0],[112.173915349,-8.072296953,0],[112.173984083,-8.072107279,0],[112.174177509,-8.07217179,0]]]}",-8.072234766,112.1740458,,,,14,,,,,,#N/A,,,,2707C,"{""type"":""Polygon"",""coordinates"":[[[112.193852062,-8.090988651],[112.193779733,-8.090963814],[112.193746262,-8.091061283],[112.193818591,-8.091086121],[112.193812,-8.091105316],[112.193710168,-8.091070348],[112.193863863,-8.090622773],[112.193964543,-8.090659022],[112.193852062,-8.090988651]]]}",-8.090835155,112.1938446
50,60,"{""type"":""Polygon"",""coordinates"":[[[112.174577716,-8.065872119,0],[112.174434618,-8.066254326,0],[112.174284098,-8.066202182,0],[112.174389088,-8.065821583,0],[112.174577716,-8.065872119,0]]]}",-8.066031273,112.1744239,,,,7,,,,,,#N/A,,,,2707D,"{""type"":""Polygon"",""coordinates"":[[[112.193774633,-8.090590651],[112.193779622,-8.090576761],[112.19400804,-8.090658808],[112.194003051,-8.090672698],[112.193863863,-8.090622773],[112.193774633,-8.090590651]]]}",-8.090624739,112.1938913
51,61,"{""type"":""Polygon"",""coordinates"":[[[112.164465414,-8.094790174,0],[112.164439634,-8.095003327,0],[112.164301122,-8.094987967,0],[112.164279543,-8.095182945,0],[112.16415725,-8.095166171,0],[112.164139354,-8.09531926,0],[112.164166414,-8.095319805,0],[112.16415624,-8.095423065,0],[112.163964161,-8.095389205,0],[112.163999896,-8.095089894,0],[112.164162357,-8.095103818,0],[112.164205658,-8.094758231,0],[112.164465414,-8.094790174,0]]]}",-8.095066885,112.1642041,,,,29,,,,,,#N/A,,,,1569E,"{""type"":""Polygon"",""coordinates"":[[[112.19391302,-8.090808823],[112.193975732,-8.090830223],[112.193932436,-8.090958292],[112.193869724,-8.090936893],[112.19391302,-8.090808823]]]}",-8.090883558,112.1939227
52,64,"{""type"":""Polygon"",""coordinates"":[[[112.151258341,-8.107756933,0],[112.15103761,-8.108627593,0],[112.150752781,-8.108539631,0],[112.151012478,-8.107655822,0],[112.151258341,-8.107756933,0]]]}",-8.108153651,112.1510123,,,,30,,,,,,#N/A,,,,2428F,"{""type"":""Polygon"",""coordinates"":[[[112.193746262,-8.091061283],[112.193779733,-8.090963814],[112.193852062,-8.090988651],[112.193818591,-8.091086121],[112.193746262,-8.091061283]]]}",-8.091024967,112.1937992
53,65,"{""type"":""Polygon"",""coordinates"":[[[112.180419344,-8.105993645,0],[112.180205788,-8.105917339,0],[112.179958375,-8.105835677,0],[112.180132881,-8.105350603,0],[112.180587685,-8.105486412,0],[112.180419344,-8.105993645,0]]]}",-8.105667448,112.1802758,,,,35,,,,,,#N/A,,,,1531A,"{""type"":""Polygon"",""coordinates"":[[[112.175105644,-8.061654404],[112.175186491,-8.061695652],[112.175142385,-8.061782099],[112.175061538,-8.061740851],[112.175105644,-8.061654404]]]}",-8.061718251,112.175124
54,66,"{""type"":""Polygon"",""coordinates"":[[[112.187780547,-8.088745972,0],[112.187520857,-8.088863332,0],[112.187480291,-8.088690857,0],[112.187501313,-8.088682389,0],[112.187496028,-8.0884882,0],[112.187738014,-8.088491261,0],[112.187769703,-8.088581281,0],[112.187778653,-8.088661455,0],[112.187780547,-8.088745972,0]]]}",-8.088653513,112.1876257,,,,103,,,,,,#N/A,,,,2485H,"{""type"":""Polygon"",""coordinates"":[[[112.174729385,-8.061287984],[112.175097012,-8.06142602],[112.175083217,-8.061456363],[112.174714147,-8.061315496],[112.174729385,-8.061287984]]]}",-8.061372253,112.174908
55,67,"{""type"":""Polygon"",""coordinates"":[[[112.195561944,-8.097642669,0],[112.19546991,-8.097666665,0],[112.195424002,-8.097666268,0],[112.195346611,-8.097686259,0],[112.195225399,-8.09770587,0],[112.194985099,-8.09774098,0],[112.194978657,-8.097761584,0],[112.194947858,-8.097746115,0],[112.194911739,-8.097731732,0],[112.195107483,-8.097116022,0],[112.195711025,-8.097303058,0],[112.195666346,-8.097399777,0],[112.195644786,-8.097478101,0],[112.195625458,-8.097539916,0],[112.195606148,-8.097599664,0],[112.195591231,-8.097634658,0],[112.195561944,-8.097642669,0]]]}",-8.097451682,112.1952943,,,,1,,,,,,#N/A,,,,1532B,"{""type"":""Polygon"",""coordinates"":[[[112.174987623,-8.061448818],[112.175075187,-8.061484986],[112.175037115,-8.061576357],[112.175059245,-8.061583186],[112.174955678,-8.061795674],[112.174841048,-8.061753389],[112.174987623,-8.061448818]]]}",-8.06162895,112.1749652
56,69,"{""type"":""Polygon"",""coordinates"":[[[112.163389846,-8.130432576,0],[112.163331263,-8.130678553,0],[112.163078748,-8.130636557,0],[112.16312319,-8.13037658,0],[112.163389846,-8.130432576,0]]]}",-8.130529562,112.1632301,,,,45,,,,,,#N/A,,,,1531C,"{""type"":""Polygon"",""coordinates"":[[[112.174654213,-8.061670775],[112.174841048,-8.061753389],[112.174804048,-8.061832553],[112.174521248,-8.061713414],[112.174561223,-8.061629657],[112.174654213,-8.061670775]]]}",-8.061731663,112.1746805
57,70,"{""type"":""Polygon"",""coordinates"":[[[112.18183208,-8.099848735,0],[112.181783125,-8.100022445,0],[112.182204767,-8.100095087,0],[112.182188975,-8.100175625,0],[112.182163708,-8.100230897,0],[112.182125808,-8.100273535,0],[112.182042111,-8.100311435,0],[112.181490977,-8.100259322,0],[112.181610995,-8.099787147,0],[112.18183208,-8.099848735,0]]]}",-8.100107956,112.1818046,,,,39,,,,,,#N/A,,,,1531E,"{""type"":""Polygon"",""coordinates"":[[[112.174906117,-8.061786314],[112.174956255,-8.061811745],[112.174924458,-8.061866253],[112.174875077,-8.061845939],[112.174906117,-8.061786314]]]}",-8.061827163,112.1749154
58,71,"{""type"":""Polygon"",""coordinates"":[[[112.18119497,-8.087871251,0],[112.181188624,-8.088136619,0],[112.180953328,-8.088099035,0],[112.180986782,-8.087832935,0],[112.18119497,-8.087871251,0]]]}",-8.087987564,112.1810804,,,,1,,,,,,#N/A,,,,1532D,"{""type"":""Polygon"",""coordinates"":[[[112.174793704,-8.061378573],[112.174654213,-8.061670775],[112.174561223,-8.061629657],[112.174700184,-8.061346025],[112.174793704,-8.061378573]]]}",-8.061507117,112.1746772
59,72,"{""type"":""Polygon"",""coordinates"":[[[112.153842805,-8.123253903,0],[112.15378634,-8.123339574,0],[112.153609156,-8.123296738,0],[112.153591633,-8.123345415,0],[112.153394979,-8.123281162,0],[112.153430026,-8.123133184,0],[112.153842805,-8.123253903,0]]]}",-8.123250096,112.1535922,,,,24,,,,,,#N/A,,,,2722G,"{""type"":""Polygon"",""coordinates"":[[[112.174987623,-8.061448818],[112.174841048,-8.061753389],[112.174654213,-8.061670775],[112.174793704,-8.061378573],[112.174987623,-8.061448818]]]}",-8.061563035,112.1748199
60,73,"{""type"":""Polygon"",""coordinates"":[[[112.145990017,-8.09881148,0],[112.145657442,-8.098701926,0],[112.145704394,-8.098518031,0],[112.146072182,-8.098627585,0],[112.145990017,-8.09881148,0]]]}",-8.09866386,112.1458581,,,,40,,,,,,#N/A,,,,2652A,"{""type"":""Polygon"",""coordinates"":[[[112.143919938,-8.101709751],[112.144088961,-8.101739656],[112.144073413,-8.101827535],[112.14390439,-8.101797631],[112.143919938,-8.101709751]]]}",-8.101768643,112.1439967
61,74,"{""type"":""Polygon"",""coordinates"":[[[112.147024493,-8.095319301,0],[112.146970811,-8.095487666,0],[112.146873208,-8.095460825,0],[112.146812206,-8.09560479,0],[112.14662188,-8.095529147,0],[112.146724363,-8.095224138,0],[112.147024493,-8.095319301,0]]]}",-8.095406992,112.1468103,,,,36,,,,,,#N/A,,,,1493A,"{""type"":""Polygon"",""coordinates"":[[[112.144075298,-8.087658779],[112.144147871,-8.087682574],[112.144084816,-8.087838429],[112.144015811,-8.087818203],[112.144075298,-8.087658779]]]}",-8.08774865,112.1440812
62,75,"{""type"":""Polygon"",""coordinates"":[[[112.158095421,-8.101265879,0],[112.158043951,-8.101552398,0],[112.157858657,-8.101511221,0],[112.157925569,-8.101238429,0],[112.158095421,-8.101265879,0]]]}",-8.101394401,112.157981,,,,6,,,,,,#N/A,,,,1881B,"{""type"":""Polygon"",""coordinates"":[[[112.144084816,-8.087838429],[112.144069054,-8.087874265],[112.144000345,-8.08785568],[112.144015811,-8.087818203],[112.144084816,-8.087838429]]]}",-8.087846543,112.1440423
63,76,"{""type"":""Polygon"",""coordinates"":[[[112.152261294,-8.102876087,0],[112.152480146,-8.102927897,0],[112.15248104,-8.102920751,0],[112.152611458,-8.102952909,0],[112.152565901,-8.103149429,0],[112.152223776,-8.103053849,0],[112.152261294,-8.102876087,0]]]}",-8.103009006,112.1524191,,,,14,,,,,,#N/A,,,,1655C,"{""type"":""Polygon"",""coordinates"":[[[112.144090054,-8.08762177],[112.144400094,-8.087709938],[112.144394625,-8.087730273],[112.14408244,-8.087642709],[112.144090054,-8.08762177]]]}",-8.087675788,112.1442404
64,77,"{""type"":""Polygon"",""coordinates"":[[[112.155950575,-8.111909881,0],[112.155877073,-8.112151726,0],[112.155666052,-8.112097193,0],[112.155751409,-8.111852976,0],[112.155950575,-8.111909881,0]]]}",-8.112003851,112.1558106,,,,7,,,,,,#N/A,,,,2272D,"{""type"":""Polygon"",""coordinates"":[[[112.144109644,-8.087777796],[112.144358751,-8.087849136],[112.144324249,-8.08794372],[112.144074285,-8.08786237],[112.144085113,-8.087838429],[112.144109644,-8.087777796]]]}",-8.087859047,112.1442189
65,79,"{""type"":""Polygon"",""coordinates"":[[[112.167179933,-8.088933172,0],[112.167066657,-8.089211345,0],[112.16679242,-8.08909659,0],[112.16690161,-8.088818319,0],[112.167179933,-8.088933172,0]]]}",-8.089014607,112.1669854,,,,1,,,,,,#N/A,,,,1645A,"{""type"":""Polygon"",""coordinates"":[[[112.146610078,-8.095519184],[112.146641431,-8.095435177],[112.146790053,-8.095491623],[112.146816615,-8.095434475],[112.14687277,-8.095457318],[112.146809001,-8.09559723],[112.146610078,-8.095519184]]]}",-8.095509423,112.1467442
66,80,"{""type"":""Polygon"",""coordinates"":[[[112.14500351,-8.101482316,0],[112.144969217,-8.101737063,0],[112.144775708,-8.101712568,0],[112.144832046,-8.101452923,0],[112.14500351,-8.101482316,0]]]}",-8.101598573,112.1448942,,,,51,,,,,,#N/A,,,,TK N KARANGSARIA,"{""type"":""Polygon"",""coordinates"":[[[112.158242044,-8.108125094],[112.158300341,-8.108146509],[112.158247993,-8.108305933],[112.158187317,-8.108289277],[112.158242044,-8.108125094]]]}",-8.108216819,112.1582442
67,82,"{""type"":""Polygon"",""coordinates"":[[[112.156247255,-8.087423863,0],[112.156167423,-8.087632946,0],[112.15608379,-8.087868639,0],[112.156003959,-8.088039707,0],[112.155859502,-8.088283003,0],[112.155562984,-8.088666955,0],[112.155505962,-8.088678359,0],[112.155505962,-8.088697367,0],[112.155422329,-8.088674558,0],[112.155504137,-8.088371046,0],[112.155409251,-8.08836618,0],[112.15541655,-8.08821047,0],[112.155491972,-8.088188574,0],[112.155499879,-8.088060235,0],[112.155268748,-8.088045029,0],[112.155290036,-8.087850392,0],[112.155332613,-8.087856474,0],[112.155366066,-8.087433747,0],[112.155746217,-8.087476324,0],[112.155962142,-8.087524983,0],[112.156056419,-8.087254316,0],[112.156269304,-8.087327305,0],[112.156247255,-8.087423863,0]]]}",-8.087890669,112.1557223,,,,112,,,,,,#N/A,,,,TK N KARANGSARIB,"{""type"":""Polygon"",""coordinates"":[[[112.158207686,-8.108294803],[112.158190988,-8.108349765],[112.158067154,-8.108313071],[112.158084379,-8.108259222],[112.158187317,-8.108289277],[112.158207686,-8.108294803]]]}",-8.108304362,112.1581376
68,83,"{""type"":""Polygon"",""coordinates"":[[[112.17972037,-8.100243767,0],[112.179702116,-8.100544955,0],[112.17956217,-8.100544955,0],[112.179548766,-8.100707025,0],[112.179528705,-8.100949581,0],[112.179349209,-8.100943496,0],[112.179200137,-8.101424179,0],[112.179005429,-8.101357249,0],[112.179309659,-8.100222471,0],[112.17972037,-8.100243767,0]]]}",-8.100729181,112.1793553,,,,111,,,,,,#N/A,,,,TK N SUKOREJO 1D,"{""type"":""Polygon"",""coordinates"":[[[112.15143975,-8.10811947],[112.151555153,-8.108155162],[112.151533738,-8.1082087],[112.151420714,-8.108175387],[112.15143975,-8.10811947]]]}",-8.108164484,112.1514871
69,84,"{""type"":""Polygon"",""coordinates"":[[[112.179548766,-8.100707025,0],[112.17956217,-8.100544955,0],[112.179702116,-8.100544955,0],[112.17972037,-8.100243767,0],[112.180284047,-8.100292079,0],[112.180270418,-8.100747694,0],[112.179548766,-8.100707025,0]]]}",-8.100510911,112.1799603,,,,14,,,,,,#N/A,,,,TK N SUKOREJO 1A,"{""type"":""Polygon"",""coordinates"":[[[112.151550395,-8.107920785],[112.151621778,-8.10794339],[112.151565861,-8.108111142],[112.151494477,-8.108087347],[112.151550395,-8.107920785]]]}",-8.108015748,112.1515581
70,85,"{""type"":""Polygon"",""coordinates"":[[[112.180051541,-8.094259558,0],[112.179987606,-8.094571931,0],[112.179420493,-8.094470822,0],[112.179480938,-8.094144897,0],[112.180051541,-8.094259558,0]]]}",-8.094361176,112.1797334,,,,3,,,,,,#N/A,,,,1956A,"{""type"":""Polygon"",""coordinates"":[[[112.151120038,-8.124545721],[112.151254972,-8.124591319],[112.151231489,-8.12465017],[112.151096024,-8.124604644],[112.151120038,-8.124545721]]]}",-8.124597965,112.1511756
71,88,"{""type"":""Polygon"",""coordinates"":[[[112.164213644,-8.110246101,0],[112.164398027,-8.110421789,0],[112.164398287,-8.110359313,0],[112.164562155,-8.110409964,0],[112.164519616,-8.110522248,0],[112.164990063,-8.110703268,0],[112.165095049,-8.110749512,0],[112.164820106,-8.111240079,0],[112.164484689,-8.111128868,0],[112.164105465,-8.110966218,0],[112.164148161,-8.11081645,0],[112.163588096,-8.11049882,0],[112.163775952,-8.110067443,0],[112.164159246,-8.110175072,0],[112.164213644,-8.110246101,0]]]}",-8.110661913,112.16433,,,,60,,,,,,#N/A,,,,TK N KLAMPOKA,"{""type"":""Polygon"",""coordinates"":[[[112.163657095,-8.125561321],[112.163737996,-8.125572743],[112.163728911,-8.12564135],[112.163751763,-8.125644279],[112.163742755,-8.125697426],[112.163719988,-8.125693699],[112.163705636,-8.125782135],[112.163625686,-8.125774521],[112.163657095,-8.125561321]]]}",-8.125672038,112.1636855
72,89,"{""type"":""Polygon"",""coordinates"":[[[112.142502,-8.092565],[112.142619,-8.092259,0],[112.142638,-8.092202,0],[112.142793,-8.092252,0],[112.142886,-8.091956,0],[112.142987,-8.09199,0],[112.142973,-8.092027,0],[112.143634,-8.092252],[112.143403,-8.092929],[112.142751,-8.092658],[112.142502,-8.092565]]]}",-8.092443,112.143068,,,,19,,,,,,#N/A,,,,TK N KEPANJEN  KIDUL,"{""type"":""Polygon"",""coordinates"":[[[112.163692177,-8.102633582],[112.163771889,-8.102647859],[112.163754043,-8.102719243],[112.16367909,-8.102706156],[112.163692177,-8.102633582]]]}",-8.10267633,112.1637244
73,90,"{""type"":""Polygon"",""coordinates"":[[[112.142622,-8.092294],[112.142518,-8.092581],[112.142306,-8.092494],[112.142424,-8.09221],[112.142622,-8.092294]]]}",-8.092395,112.142464,,,,10,,,,,,#N/A,,,,TK N KEPANJEN KIDUL,"{""type"":""Polygon"",""coordinates"":[[[112.163698126,-8.102389687],[112.163764751,-8.102403964],[112.163711213,-8.102621685],[112.163649347,-8.102610977],[112.163650537,-8.102609787],[112.163698126,-8.102389687]]]}",-8.102504821,112.1637064
74,91,"{""type"":""Polygon"",""coordinates"":[[[112.159958154,-8.107245452,0],[112.15980878,-8.10783821,0],[112.159564563,-8.107786048,0],[112.159673631,-8.107254937,0],[112.159526627,-8.107214629,0],[112.159552708,-8.107088963,0],[112.159685486,-8.1071269,0],[112.159673631,-8.107176692,0],[112.159958154,-8.107245452,0]]]}",-8.107472812,112.159741,,,,42,,,,,,#N/A,,,,TK N KARANGTENGAHA,"{""type"":""Polygon"",""coordinates"":[[[112.168690017,-8.117524641],[112.168769015,-8.117537014],[112.168715715,-8.117707383],[112.168642428,-8.11769501],[112.168690017,-8.117524641]]]}",-8.117615002,112.1687046
75,92,"{""type"":""Polygon"",""coordinates"":[[[112.148369497,-8.100367845,0],[112.148773313,-8.100534559,0],[112.148658466,-8.100867985,0],[112.148388021,-8.100797595,0],[112.148239831,-8.101179183,0],[112.14797309,-8.101112498,0],[112.148154622,-8.100464169,0],[112.148299107,-8.100516035,0],[112.148369497,-8.100367845,0]]]}",-8.100742744,112.1483434,,,,39,,,,,,#N/A,,,,TK N KARANGTENGAHB,"{""type"":""Polygon"",""coordinates"":[[[112.168668721,-8.117705956],[112.168714254,-8.117713854],[112.168711696,-8.117725182],[112.168664438,-8.117718091],[112.168668721,-8.117705956]]]}",-8.117715745,112.1686894
76,93,"{""type"":""Polygon"",""coordinates"":[[[112.140525351,-8.095210107,0],[112.140439949,-8.095466315,0],[112.139930583,-8.095249759,0],[112.140049537,-8.094920348,0],[112.140513151,-8.095170456,0],[112.140525351,-8.095210107,0]]]}",-8.095201866,112.1402314,,,,27,,,,,,#N/A,,,,TK N SANANWETAN 1B,"{""type"":""Polygon"",""coordinates"":[[[112.170578698,-8.10779779],[112.170561943,-8.107841632],[112.170544724,-8.107835973],[112.170559953,-8.107788384],[112.170578698,-8.10779779]]]}",-8.107815383,112.1705614
77,94,"{""type"":""Polygon"",""coordinates"":[[[112.15401468,-8.09900676,0],[112.154023259,-8.099148304,0],[112.153866703,-8.099146159,0],[112.153868848,-8.099013194,0],[112.15401468,-8.09900676,0]]]}",-8.099079389,112.1539442,,,,35,,,,,,#N/A,,,,TK N SANANWETAN 1A,"{""type"":""Polygon"",""coordinates"":[[[112.170618751,-8.107860426],[112.170561943,-8.107841632],[112.170578698,-8.10779779],[112.170583748,-8.107784577],[112.170641806,-8.107803612],[112.170618751,-8.107860426]]]}",-8.107822468,112.1706016
78,95,"{""type"":""Polygon"",""coordinates"":[[[112.158439929,-8.098011924,0],[112.158390518,-8.09837153,0],[112.158338361,-8.098363295,0],[112.158338361,-8.098383883,0],[112.158309538,-8.098385256,0],[112.158306793,-8.098574667,0],[112.158247773,-8.098571922,0],[112.158245028,-8.098382511,0],[112.158210715,-8.098381138,0],[112.158209342,-8.098353687,0],[112.158175028,-8.098350942,0],[112.158190127,-8.097998199,0],[112.158439929,-8.098011924,0]]]}",-8.098220172,112.1582962,,,,28,,,,,,#N/A,,,,TK N SANANWETAN 1C,"{""type"":""Polygon"",""coordinates"":[[[112.170618751,-8.107860426],[112.170706171,-8.107888321],[112.170678758,-8.107962727],[112.170534136,-8.107915625],[112.170561943,-8.107841632],[112.170618751,-8.107860426]]]}",-8.107902205,112.1706203
79,96,"{""type"":""Polygon"",""coordinates"":[[[112.156443223,-8.097777906,0],[112.156367733,-8.09805413,0],[112.156122391,-8.098009522,0],[112.156082931,-8.097968346,0],[112.156110381,-8.097716141,0],[112.156443223,-8.097777906,0]]]}",-8.097883192,112.156252,,,,5,,,,,,#N/A,,,,2001H,"{""type"":""Polygon"",""coordinates"":[[[112.182254004,-8.100569767],[112.182560954,-8.100594038],[112.182553816,-8.100688264],[112.182318249,-8.100669704],[112.182314576,-8.100690673],[112.182359652,-8.10069683],[112.182353941,-8.100763931],[112.182232589,-8.100749654],[112.182241155,-8.100671132],[112.182218312,-8.100668277],[112.182226792,-8.1006093],[112.182248293,-8.10061117],[112.182254004,-8.100569767]]]}",-8.100650356,112.1823708
